,nose_X,nose_Y,neck_X,neck_Y,right_shoulder_X,right_shoulder_Y,right_elbow_X,right_elbow_Y,right_wrist_X,right_wrist_Y,left_shoulder_X,left_shoulder_Y,left_elbow_X,left_elbow_Y,left_wrist_X,left_wrist_Y,right_hip_X,right_hip_Y,right_knee_X,right_knee_Y,right_ankle_X,right_ankle_Y,left_hip_X,left_hip_Y,left_knee_X,left_knee_Y,left_ankle_X,left_ankle_Y,right_eye_X,right_eye_Y,left_eye_X,left_eye_Y,right_ear_X,right_ear_Y,left_ear_X,left_ear_Y,Activity
13,587,446,589,487,556,489,536,537,507,583,622,486,640,536,660,581,569,578,524,585,647,634,614,578,647,594,524,634,580,439,595,439,571,444,607,444,Padam
14,588,446,589,487,556,488,536,536,507,582,622,485,640,536,658,580,571,578,525,584,647,634,614,577,647,594,525,634,580,439,595,439,571,444,607,444,Padam
15,683,470,681,513,642,513,624,579,598,637,720,512,735,581,754,644,651,629,598,666,708,628,708,628,753,681,651,629,674,461,691,461,662,465,704,466,Padam
16,684,471,681,513,642,513,624,578,598,636,720,513,736,581,753,643,651,630,598,669,708,630,708,630,753,684,651,630,675,462,692,462,662,465,704,466,Padam
17,683,470,681,513,642,512,624,578,598,636,721,513,734,581,754,642,650,632,599,667,709,631,709,631,754,682,650,632,675,461,692,461,662,464,704,465,Padam
18,683,471,681,513,641,513,624,578,598,636,720,513,735,579,752,640,653,628,598,668,709,628,709,628,753,683,653,628,675,462,692,462,662,465,704,467,Padam
19,683,471,681,514,641,513,624,579,598,637,720,514,735,581,753,643,652,629,599,668,709,630,709,630,754,683,652,629,674,462,691,462,662,465,703,467,Padam
20,649,466,646,511,605,511,572,563,525,610,687,511,712,565,744,613,621,613,560,603,725,653,674,614,725,613,560,653,640,458,658,457,626,463,668,461,Padam
21,652,466,646,509,605,510,573,561,527,609,687,510,711,562,742,611,622,611,561,602,725,654,675,611,725,614,561,654,642,458,660,458,628,464,669,463,Padam
22,642,466,646,510,605,511,572,563,525,610,686,511,710,564,742,612,622,611,560,603,725,654,674,611,725,614,560,654,636,458,653,459,627,463,668,467,Padam
23,646,465,646,511,605,512,572,563,525,610,687,511,712,565,744,613,622,612,560,603,725,654,674,613,725,614,560,654,638,458,655,458,628,464,669,465,Padam
24,646,467,647,512,606,513,572,564,525,610,687,512,712,566,745,613,623,612,560,604,725,654,674,612,725,614,560,654,638,459,656,459,627,464,669,466,Padam
25,651,478,652,521,612,521,586,589,549,653,692,521,715,588,742,652,626,626,582,645,680,629,680,629,732,664,626,626,643,469,660,470,633,471,674,474,Padam
26,657,477,653,522,612,522,586,588,549,653,693,522,715,587,742,653,626,625,581,646,679,628,679,628,732,663,626,625,648,469,665,469,635,474,676,473,Padam
27,655,476,653,521,612,522,586,588,549,653,694,521,715,586,741,652,626,626,581,647,680,630,680,630,734,662,626,626,646,468,662,467,634,473,675,472,Padam
28,648,476,653,521,612,521,586,588,549,653,693,522,716,588,742,652,626,626,578,648,680,629,680,629,734,661,626,626,641,467,658,468,633,471,674,472,Padam
29,655,472,653,522,612,522,586,588,549,653,694,522,715,587,743,652,626,625,580,647,680,627,680,627,731,661,626,625,646,464,663,463,635,473,676,471,Padam
30,706,471,704,506,669,507,652,568,633,622,738,504,757,568,793,618,678,615,626,659,729,615,729,615,794,647,678,615,697,464,713,462,686,471,725,468,Padam
31,709,469,705,506,670,507,652,568,634,622,739,504,757,567,793,618,678,615,626,659,729,615,729,615,794,647,678,615,700,462,716,461,688,470,726,467,Padam
32,707,470,705,506,669,507,652,569,634,622,739,504,757,568,794,619,678,614,627,659,729,615,729,615,794,647,678,614,698,463,715,462,687,470,725,467,Padam
33,708,469,705,505,670,506,652,567,634,622,739,504,757,568,794,619,677,615,626,658,729,616,729,616,794,647,677,615,699,462,715,461,687,469,726,467,Padam
34,708,470,705,506,670,507,652,568,634,622,739,504,757,568,793,619,677,613,627,658,728,614,728,614,794,647,677,613,699,463,715,462,688,469,726,467,Padam
35,639,441,632,486,597,484,583,536,560,584,668,488,676,540,688,585,607,590,563,620,653,592,653,592,687,612,607,590,630,433,646,433,617,436,655,435,Padam
36,637,442,631,487,596,486,581,536,559,584,667,488,676,541,688,587,605,591,562,620,653,593,653,593,683,615,605,591,629,435,644,435,616,436,654,436,Padam
37,638,442,632,487,597,485,582,536,559,584,667,488,676,540,688,587,605,592,562,621,653,594,653,594,684,613,605,592,630,435,645,435,617,436,655,436,Padam
38,637,440,632,487,597,485,582,536,560,584,667,488,677,541,689,588,606,592,564,619,655,594,655,594,685,614,606,592,629,432,644,432,617,436,654,435,Padam
39,636,441,632,487,597,486,582,536,560,585,668,488,677,542,689,588,606,593,562,621,656,595,656,595,686,614,606,593,628,433,644,433,616,437,654,436,Padam
40,737,444,732,486,692,484,673,537,657,577,774,487,797,532,820,572,705,580,674,580,806,622,754,581,806,575,674,622,729,436,745,437,715,440,755,440,Padam
41,737,444,732,487,692,485,674,537,656,577,773,488,797,532,819,568,706,580,674,582,805,622,754,581,805,575,674,622,729,436,745,437,715,440,754,441,Padam
42,738,443,732,487,692,486,674,538,656,576,774,488,797,533,819,569,707,580,672,582,805,622,755,580,805,577,672,622,729,435,746,436,715,440,755,441,Padam
43,737,441,732,488,692,487,674,538,656,577,774,489,797,533,820,569,708,580,673,582,804,622,756,580,804,577,673,622,727,433,744,434,714,440,754,440,Padam
44,750,446,731,488,691,487,673,538,656,577,773,489,797,534,820,569,707,580,672,583,807,622,756,580,807,578,672,622,740,438,755,439,718,439,,,Padam
45,696,426,694,477,655,475,645,532,622,575,732,478,748,537,779,573,663,578,629,601,715,577,715,577,768,592,663,578,688,419,704,419,677,424,715,424,Padam
46,697,427,694,477,655,476,646,533,623,575,733,479,747,538,778,573,667,579,628,601,717,578,717,578,768,592,667,579,689,419,704,419,677,424,715,424,Padam
47,697,427,694,478,656,476,646,533,623,575,733,479,747,538,778,573,666,579,628,601,716,578,716,578,768,592,666,579,689,420,705,420,677,425,716,425,Padam
48,695,426,694,477,655,475,645,531,622,574,733,478,748,536,779,574,664,579,630,600,715,578,715,578,768,594,664,579,686,419,702,418,675,425,713,423,Padam
49,693,427,694,477,655,475,644,532,622,575,733,478,749,535,779,574,664,580,631,600,716,579,716,579,768,593,664,580,685,420,700,419,674,425,712,424,Padam
