,nose_X,nose_Y,neck_X,neck_Y,right_shoulder_X,right_shoulder_Y,right_elbow_X,right_elbow_Y,right_wrist_X,right_wrist_Y,left_shoulder_X,left_shoulder_Y,left_elbow_X,left_elbow_Y,left_wrist_X,left_wrist_Y,right_hip_X,right_hip_Y,right_knee_X,right_knee_Y,right_ankle_X,right_ankle_Y,left_hip_X,left_hip_Y,left_knee_X,left_knee_Y,left_ankle_X,left_ankle_Y,right_eye_X,right_eye_Y,left_eye_X,left_eye_Y,right_ear_X,right_ear_Y,left_ear_X,left_ear_Y,Activity
16,592,412,621,398,608,435,608,507,594,584,630,362,656,282,672,201,701,460,648,571,612,671,750,433,776,558,794,668,580,413,588,398,,,596,377,Trik
17,592,430,626,401,613,439,616,502,601,588,633,363,654,275,663,201,705,461,651,569,612,671,756,437,777,558,794,669,582,428,588,418,,,598,390,Trik
18,597,416,625,396,611,436,612,506,596,582,633,360,660,281,675,205,704,459,656,570,612,670,754,432,777,559,794,669,585,417,593,404,,,598,380,Trik
19,597,420,627,401,616,443,613,514,598,587,635,363,660,293,680,211,705,459,654,568,612,670,755,433,779,558,794,669,585,421,593,408,,,599,383,Trik
20,626,414,649,414,637,453,647,513,642,584,654,361,664,286,666,220,698,491,663,592,623,688,755,470,760,580,771,689,614,419,619,404,611,440,617,386,Trik
21,631,418,646,405,639,453,645,512,640,581,656,361,673,289,682,216,697,489,664,589,624,688,754,469,760,581,770,688,621,423,625,410,,,621,389,Trik
22,629,412,649,404,640,451,647,511,642,581,658,361,679,289,690,217,696,490,661,595,623,690,753,469,760,582,771,688,618,419,621,402,615,439,620,382,Trik
23,624,412,650,401,640,446,647,512,642,582,660,358,684,288,695,222,696,491,664,590,623,688,754,471,760,583,770,688,613,418,615,401,,,614,380,Trik
24,629,410,652,407,642,451,648,513,642,583,663,362,684,291,696,222,698,491,663,592,623,689,754,470,760,582,770,688,617,416,621,399,615,436,621,382,Trik
25,504,399,541,401,527,442,517,509,495,574,553,361,590,289,610,220,609,469,551,539,486,638,656,446,722,544,763,634,492,402,499,387,,,509,372,Trik
26,503,400,541,401,527,443,517,509,495,574,552,362,588,289,606,219,609,468,552,539,486,638,656,446,722,544,763,634,490,404,497,388,,,507,373,Trik
27,497,403,540,403,527,444,518,510,496,576,551,363,589,290,609,222,609,469,552,541,486,639,655,445,722,543,763,635,486,407,493,390,,,506,374,Trik
28,504,407,542,406,528,447,517,512,495,578,554,367,591,293,614,224,609,470,552,540,486,638,656,446,722,543,763,634,493,410,500,396,,,508,378,Trik
29,505,415,544,409,528,450,518,513,494,580,555,370,594,296,619,229,609,470,552,540,486,638,655,445,721,542,764,634,495,417,499,404,,,507,384,Trik
30,602,360,638,369,628,411,632,486,617,553,641,317,666,239,676,168,712,424,671,503,633,602,772,396,809,502,835,603,591,367,595,351,597,388,600,339,Trik
31,599,355,636,366,625,407,629,484,614,553,641,313,666,239,680,168,711,423,671,504,635,598,769,394,809,499,835,602,588,364,593,345,593,383,598,335,Trik
32,598,352,637,358,624,401,627,479,613,549,644,307,677,236,700,170,711,422,669,505,634,601,769,394,808,500,835,602,587,360,591,341,592,376,597,327,Trik
33,602,353,638,362,626,405,635,480,623,550,644,310,678,237,700,170,712,424,670,501,635,600,770,395,808,501,837,602,591,360,595,344,597,380,599,330,Trik
34,596,343,638,359,626,403,632,479,619,549,646,307,686,238,714,172,712,423,670,504,634,601,771,395,809,502,837,602,586,351,590,334,593,374,596,324,Trik
35,566,419,596,407,590,443,591,504,580,567,596,367,582,304,553,249,647,447,624,523,590,613,691,425,711,523,725,614,556,424,559,409,,,561,393,Trik
36,572,415,596,405,590,440,592,502,581,565,597,367,585,303,560,252,649,448,625,523,588,613,693,426,713,524,726,614,562,420,565,405,,,565,391,Trik
37,563,397,591,393,588,431,589,494,580,555,594,356,594,303,578,253,651,443,627,520,589,613,694,425,714,523,726,613,553,402,557,388,554,414,559,375,Trik
38,561,396,591,391,586,428,587,492,579,555,595,354,599,295,584,246,650,443,627,518,588,613,693,425,713,523,726,614,550,400,555,385,,,557,371,Trik
39,561,397,590,391,586,428,587,491,579,554,595,354,596,294,582,244,649,444,625,520,588,614,693,425,713,523,726,614,550,401,555,386,,,557,372,Trik
40,557,350,599,348,585,388,587,462,576,538,609,305,652,218,683,138,659,417,617,516,573,624,710,399,758,514,792,631,546,353,552,336,,,564,318,Trik
41,559,348,598,345,583,387,584,462,570,539,608,305,654,220,688,141,662,418,617,516,572,624,714,401,759,515,794,630,548,352,554,334,,,563,317,Trik
42,572,376,602,353,587,394,587,465,573,538,611,310,656,224,687,145,663,418,617,515,572,625,714,400,761,515,796,630,563,379,566,367,,,567,339,Trik
43,564,361,600,351,587,393,586,466,572,541,611,311,656,223,687,144,663,419,617,515,573,623,714,401,762,518,796,630,554,364,557,349,,,564,329,Trik
44,563,356,599,353,586,394,586,467,572,541,609,313,658,228,693,157,663,419,616,515,572,623,714,402,761,515,796,630,553,360,557,345,,,562,328,Trik
45,531,442,561,425,549,467,541,547,521,624,567,384,589,299,586,223,625,465,579,549,528,657,679,441,715,542,751,648,519,444,526,430,,,532,408,Trik
46,523,443,556,425,542,467,538,548,518,623,563,384,584,289,578,222,620,465,569,551,527,657,675,442,713,543,750,647,511,445,519,431,,,528,407,Trik
47,524,442,557,424,545,465,539,546,520,621,564,383,587,296,583,221,625,464,579,550,528,656,679,441,715,543,750,647,513,444,520,430,,,528,406,Trik
48,523,440,555,423,542,463,539,544,521,621,563,382,587,290,584,218,623,464,574,550,530,654,677,440,714,543,750,647,511,442,519,428,,,525,404,Trik
49,522,442,555,423,542,463,539,543,521,620,563,382,586,293,583,218,621,464,572,550,528,655,677,441,714,542,750,647,510,444,518,429,,,526,405,Trik
50,632,422,652,409,638,450,634,503,618,573,659,366,677,295,679,227,717,467,671,545,616,630,770,449,818,543,862,641,620,425,627,411,,,627,392,Trik
51,629,417,652,409,639,447,637,488,617,570,657,366,676,291,675,221,717,468,670,546,616,629,770,449,818,542,863,641,618,420,624,407,,,625,388,Trik
52,630,418,653,404,641,444,637,490,617,566,659,362,677,293,675,223,717,468,671,544,617,628,770,449,820,544,863,642,618,420,624,407,,,626,386,Trik
53,629,419,654,407,640,445,637,492,616,568,659,363,676,294,676,225,718,468,670,545,617,629,771,450,820,544,863,641,617,421,624,408,,,627,387,Trik
54,630,420,654,408,639,446,638,489,617,568,659,365,678,296,677,225,718,468,669,546,617,629,771,450,820,543,863,641,619,422,626,410,,,628,389,Trik
55,548,430,589,421,581,454,579,515,560,580,590,386,593,307,588,253,656,465,607,531,563,615,705,442,764,534,807,621,539,430,546,418,,,560,399,Trik
56,549,462,587,430,580,464,570,529,547,593,586,396,610,321,618,268,652,470,596,532,553,617,701,448,763,535,808,620,,,545,453,,,558,428,Trik
57,547,444,584,434,576,467,563,530,540,599,585,397,601,324,600,268,649,472,595,531,551,615,700,446,763,536,808,620,536,444,546,432,,,559,413,Trik
58,546,443,582,435,573,468,561,527,537,589,585,398,600,327,599,269,646,475,586,537,552,615,696,447,761,535,807,619,536,443,545,431,,,557,412,Trik
59,548,445,582,435,573,468,562,529,537,589,586,401,604,328,603,269,644,475,583,538,553,614,695,448,759,535,808,620,538,445,546,433,,,558,414,Trik
60,606,455,633,442,622,486,615,555,602,628,635,398,647,323,638,257,704,468,678,556,628,655,752,441,789,549,807,653,595,459,599,446,NA,NA,599,424,Trik
61,614,462,637,441,625,485,616,554,601,630,639,400,650,332,640,265,704,467,677,556,629,654,751,441,788,549,806,652,603,465,607,452,NA,NA,606,428,Trik
62,618,463,638,441,625,488,617,555,603,628,641,401,659,325,650,261,705,467,677,557,629,654,752,441,788,549,806,651,607,466,611,454,NA,NA,609,431,Trik
63,619,465,638,446,625,489,616,556,601,629,643,404,655,330,649,260,703,468,677,556,628,655,751,442,787,549,806,652,608,468,613,456,NA,NA,610,432,Trik
64,616,466,635,445,623,489,615,555,600,629,640,404,657,325,647,255,702,468,676,557,628,655,750,442,787,549,807,652,605,468,610,456,NA,NA,607,432,Trik
